01/01/2006-12:26:50.391;2.70169;-0.29384
01/01/2006-12:26:50.592;2.70169;-0.29091
01/01/2006-12:26:50.793;2.70167;-0.27689
01/01/2006-12:26:50.994;2.70162;-0.24983
01/01/2006-12:26:51.195;2.70153;-0.21117
01/01/2006-12:26:51.396;2.70140;-0.16194
01/01/2006-12:26:51.597;2.70123;-0.09970
01/01/2006-12:26:51.798;2.70099;-0.02347
01/01/2006-12:26:51.999;2.70071;0.06218
01/01/2006-12:26:52.200;2.70037;0.16126
01/01/2006-12:26:52.401;2.69993;0.26024
01/01/2006-12:26:52.602;2.69947;0.35883
01/01/2006-12:26:52.803;2.69907;0.45822
01/01/2006-12:26:53.004;2.69858;0.55954
01/01/2006-12:26:53.205;2.69811;0.66038
01/01/2006-12:26:53.406;2.69773;0.76094
01/01/2006-12:26:53.607;2.69727;0.86180
01/01/2006-12:26:53.808;2.69702;0.94787
01/01/2006-12:26:54.009;2.69675;1.02013
01/01/2006-12:26:54.210;2.69659;1.07881
01/01/2006-12:26:54.411;2.69643;1.13063
01/01/2006-12:26:54.612;2.69636;1.16714
01/01/2006-12:26:54.813;2.69632;1.19213
01/01/2006-12:26:55.014;2.69630;1.20481
01/01/2006-12:26:55.215;2.69629;1.20623
01/01/2006-12:26:55.416;2.69630;1.20614
01/01/2006-12:26:55.617;2.69632;1.20612
01/01/2006-12:26:55.818;2.69635;1.20612
01/01/2006-12:26:56.019;2.69635;1.20615
01/01/2006-12:26:56.220;2.69639;1.20615
01/01/2006-12:26:56.421;2.69629;1.20618
01/01/2006-12:26:56.622;2.69639;1.20617
01/01/2006-12:26:56.823;2.69536;1.20617
01/01/2006-12:26:57.024;2.68320;1.20617
01/01/2006-12:26:57.225;2.65975;1.20618
01/01/2006-12:26:57.426;2.62364;1.20617
01/01/2006-12:26:57.627;2.57553;1.20617
01/01/2006-12:26:57.828;2.51447;1.20612
01/01/2006-12:26:58.029;2.44125;1.20606
01/01/2006-12:26:58.230;2.35592;1.20594
01/01/2006-12:26:58.431;2.26461;1.20588
01/01/2006-12:26:58.632;2.15983;1.20569
01/01/2006-12:26:58.833;2.06419;1.20550
01/01/2006-12:26:59.034;1.95999;1.20539
01/01/2006-12:26:59.235;1.85916;1.20513
01/01/2006-12:26:59.436;1.76241;1.20500
01/01/2006-12:26:59.637;1.65930;1.20481
01/01/2006-12:26:59.838;1.55645;1.20473
01/01/2006-12:27:00.039;1.45886;1.20463
01/01/2006-12:27:00.240;1.35793;1.20440
01/01/2006-12:27:00.441;1.25743;1.20425
01/01/2006-12:27:00.642;1.15579;1.20399
01/01/2006-12:27:00.843;1.05891;1.20377
01/01/2006-12:27:01.044;0.95492;1.20346
01/01/2006-12:27:01.245;0.85650;1.20331
01/01/2006-12:27:01.446;0.75364;1.20318
01/01/2006-12:27:01.647;0.65554;1.20296
01/01/2006-12:27:01.848;0.55115;1.20280
01/01/2006-12:27:02.049;0.45285;1.20265
01/01/2006-12:27:02.250;0.35286;1.20248
01/01/2006-12:27:02.451;0.25000;1.20225
01/01/2006-12:27:02.652;0.15165;1.20199
01/01/2006-12:27:02.853;0.05553;1.20183
01/01/2006-12:27:03.054;-0.03524;1.20160
01/01/2006-12:27:03.255;-0.10728;1.20153
01/01/2006-12:27:03.456;-0.17215;1.20153
01/01/2006-12:27:03.657;-0.22323;1.20151
01/01/2006-12:27:03.858;-0.26116;1.20153
01/01/2006-12:27:04.059;-0.28727;1.20155
01/01/2006-12:27:04.260;-0.30120;1.20156
01/01/2006-12:27:04.461;-0.30364;1.20156
01/01/2006-12:27:04.662;-0.31008;1.20145
01/01/2006-12:27:04.863;-0.32341;1.20056
01/01/2006-12:27:05.064;-0.34420;1.19735
01/01/2006-12:27:05.265;-0.37069;1.18988
01/01/2006-12:27:05.466;-0.40320;1.17483
01/01/2006-12:27:05.667;-0.43868;1.14877
01/01/2006-12:27:05.868;-0.47047;1.11134
01/01/2006-12:27:06.069;-0.49440;1.06045
01/01/2006-12:27:06.270;-0.50326;0.99965
01/01/2006-12:27:06.471;-0.49369;0.94043
01/01/2006-12:27:06.672;-0.46613;0.88553
01/01/2006-12:27:06.873;-0.42571;0.84347
01/01/2006-12:27:07.074;-0.37120;0.81350
01/01/2006-12:27:07.275;-0.31210;0.80181
01/01/2006-12:27:07.476;-0.25422;0.80773
01/01/2006-12:27:07.677;-0.19708;0.83216
01/01/2006-12:27:07.878;-0.15058;0.87248
01/01/2006-12:27:08.079;-0.11925;0.92333
01/01/2006-12:27:08.280;-0.10441;0.98050
01/01/2006-12:27:08.481;-0.10720;1.04104
01/01/2006-12:27:08.682;-0.12797;1.09792
01/01/2006-12:27:08.883;-0.15788;1.13900
01/01/2006-12:27:09.084;-0.19330;1.16873
01/01/2006-12:27:09.285;-0.22537;1.18589
01/01/2006-12:27:09.486;-0.25459;1.19568
01/01/2006-12:27:09.687;-0.27750;1.20004
01/01/2006-12:27:09.888;-0.29285;1.20144
01/01/2006-12:27:10.089;-0.30141;1.20171
Finished reading from Robot
